W,4.0,3.0,30
W,4.0,4.0,30
W,3.0,5.0,60
W,3.0,6.0,60
W,2.0,7.0,90
W,3.0,8.0,120
W,3.0,9.0,120
W,4.0,10.0,150
W,4.0,11.0,150
W,5.0,11.0,0
W,6.0,11.0,0
W,7.0,11.0,0
W,8.0,11.0,30
W,9.0,10.0,30
W,9.0,9.0,60
W,10.0,8.0,60
W,10.0,7.0,90
W,10.0,6.0,120
W,9.0,5.0,120
W,9.0,4.0,150
W,8.0,3.0,150
W,7.0,3.0,0
W,6.0,3.0,0
W,5.0,3.0,0
P,6.0,8.0,60
P,7.0,8.0,120
P,5.0,9.0,180
P,7.0,9.0,0
P,6.0,9.0,240
P,6.0,9.0,300
P,7.0,9.0,60
P,5.0,9.0,120
P,7.0,8.0,180
P,6.0,8.0,0
rW,5.0,6.0,-1
rW,8.0,6.0,-1
sR,5.0,6.0,-60
sR,8.0,6.0,-120
