rW,3.0,2.0,-1
rW,4.0,2.0,-1
rW,5.0,2.0,-1
rW,6.0,2.0,-1
rW,7.0,2.0,-1
rW,8.0,2.0,-1
rW,9.0,2.0,-1
rW,10.0,2.0,-1
rW,11.0,2.0,-1
rW,12.0,2.0,-1
rW,13.0,2.0,-1
rW,14.0,2.0,-1
rW,15.0,2.0,-1
rW,16.0,2.0,-1
rW,17.0,2.0,-1
rW,18.0,2.0,-1
rW,19.0,2.0,-1
rW,20.0,2.0,-1
rW,21.0,2.0,-1
rW,22.0,2.0,-1
rW,23.0,2.0,-1
rW,24.0,2.0,-1
rW,25.0,2.0,-1
rW,26.0,2.0,-1
rW,27.0,2.0,-1
rW,28.0,2.0,-1
rW,29.0,2.0,-1
rW,30.0,2.0,-1
rW,31.0,2.0,-1
rW,32.0,2.0,-1
rW,33.0,2.0,-1
rW,34.0,2.0,-1
rW,35.0,2.0,-1
rW,36.0,2.0,-1
rW,37.0,2.0,-1
rW,38.0,2.0,-1
rW,38.0,3.0,-1
rW,38.0,4.0,-1
rW,38.0,5.0,-1
rW,38.0,6.0,-1
rW,38.0,7.0,-1
rW,38.0,8.0,-1
rW,38.0,9.0,-1
rW,38.0,10.0,-1
rW,38.0,11.0,-1
rW,38.0,12.0,-1
rW,38.0,13.0,-1
rW,38.0,14.0,-1
rW,38.0,15.0,-1
rW,38.0,16.0,-1
rW,38.0,17.0,-1
rW,38.0,18.0,-1
rW,38.0,19.0,-1
rW,38.0,20.0,-1
rW,38.0,21.0,-1
rW,38.0,22.0,-1
rW,38.0,23.0,-1
rW,38.0,24.0,-1
rW,38.0,25.0,-1
rW,38.0,26.0,-1
rW,38.0,27.0,-1
rW,38.0,28.0,-1
rW,38.0,29.0,-1
rW,3.0,29.0,-1
rW,4.0,29.0,-1
rW,5.0,29.0,-1
rW,6.0,29.0,-1
rW,7.0,29.0,-1
rW,8.0,29.0,-1
rW,9.0,29.0,-1
rW,10.0,29.0,-1
rW,11.0,29.0,-1
rW,12.0,29.0,-1
rW,13.0,29.0,-1
rW,14.0,29.0,-1
rW,15.0,29.0,-1
rW,16.0,29.0,-1
rW,17.0,29.0,-1
rW,18.0,29.0,-1
rW,19.0,29.0,-1
rW,20.0,29.0,-1
rW,21.0,29.0,-1
rW,22.0,29.0,-1
rW,23.0,29.0,-1
rW,24.0,29.0,-1
rW,25.0,29.0,-1
rW,26.0,29.0,-1
rW,27.0,29.0,-1
rW,28.0,29.0,-1
rW,29.0,29.0,-1
rW,30.0,29.0,-1
rW,31.0,29.0,-1
rW,32.0,29.0,-1
rW,33.0,29.0,-1
rW,34.0,29.0,-1
rW,35.0,29.0,-1
rW,36.0,29.0,-1
rW,37.0,29.0,-1
rW,3.0,3.0,-1
rW,3.0,4.0,-1
rW,3.0,5.0,-1
rW,3.0,6.0,-1
rW,3.0,7.0,-1
rW,3.0,8.0,-1
rW,3.0,9.0,-1
rW,3.0,10.0,-1
rW,3.0,11.0,-1
rW,3.0,12.0,-1
rW,3.0,13.0,-1
rW,3.0,14.0,-1
rW,3.0,15.0,-1
rW,3.0,16.0,-1
rW,3.0,17.0,-1
rW,3.0,18.0,-1
rW,3.0,19.0,-1
rW,3.0,20.0,-1
rW,3.0,21.0,-1
rW,3.0,22.0,-1
rW,3.0,23.0,-1
rW,3.0,24.0,-1
rW,3.0,25.0,-1
rW,3.0,26.0,-1
rW,3.0,27.0,-1
rW,3.0,28.0,-1
