P,2.0,5.0,0
P,1.0,5.0,0
rW,5.0,6.0,-2
rW,5.0,4.0,-2
rW,2.0,2.0,-1
rW,3.0,2.0,-1
rW,4.0,2.0,-1
rW,5.0,2.0,-1
rW,6.0,2.0,-1
rW,7.0,2.0,-1
rW,8.0,2.0,-1
rW,9.0,2.0,-1
rW,9.0,3.0,-1
rW,9.0,4.0,-1
rW,9.0,5.0,-1
rW,9.0,6.0,-1
rW,9.0,7.0,-1
rW,9.0,8.0,-1
rW,8.0,8.0,-1
rW,7.0,8.0,-1
rW,6.0,8.0,-1
rW,5.0,8.0,-1
rW,4.0,8.0,-1
rW,3.0,8.0,-1
rW,2.0,8.0,-1
rW,1.0,8.0,-1
rW,0.0,7.0,-1
rW,1.0,6.0,-1
rW,0.0,5.0,-1
rW,1.0,4.0,-1
rW,0.0,3.0,-1
rW,1.0,2.0,-1
rW,3.0,3.0,-1
rW,3.0,4.0,-1
rW,4.0,3.0,-1
rW,5.0,3.0,-1
rW,6.0,4.0,-1
rW,6.0,6.0,-1
rW,5.0,7.0,-1
rW,4.0,7.0,-1
rW,3.0,7.0,-1
rW,3.0,6.0,-1
sR,4.0,6.0,-60
sR,4.0,4.0,-300
